"timeMillisSpent","score"
29307,"0hard/-923410soft"
29510,"0hard/-923060soft"
29663,"0hard/-922710soft"
29709,"0hard/-922610soft"
29727,"0hard/-922510soft"
29847,"0hard/-922470soft"
29882,"0hard/-922370soft"
29899,"0hard/-922250soft"
29917,"0hard/-922240soft"
29949,"0hard/-922210soft"
29988,"0hard/-922180soft"
30017,"0hard/-922080soft"
30038,"0hard/-921730soft"
30134,"0hard/-921280soft"
30180,"0hard/-920930soft"
30451,"0hard/-920590soft"
30595,"0hard/-920550soft"
30868,"0hard/-920510soft"
30997,"0hard/-920370soft"
31249,"0hard/-920330soft"
31348,"0hard/-920320soft"
31429,"0hard/-920280soft"
31571,"0hard/-920250soft"
31755,"0hard/-920150soft"
31847,"0hard/-920050soft"
32227,"0hard/-919740soft"
32300,"0hard/-919710soft"
32520,"0hard/-919670soft"
32727,"0hard/-919550soft"
32778,"0hard/-919480soft"
32880,"0hard/-919280soft"
33178,"0hard/-919210soft"
33274,"0hard/-918860soft"
33368,"0hard/-918510soft"
33400,"0hard/-918160soft"
33681,"0hard/-918120soft"
33700,"0hard/-918080soft"
33737,"0hard/-917810soft"
33898,"0hard/-917460soft"
34791,"0hard/-917440soft"
35427,"0hard/-917400soft"
35471,"0hard/-917370soft"
35560,"0hard/-917290soft"
35914,"0hard/-917220soft"
35922,"0hard/-917120soft"
36128,"0hard/-917040soft"
36168,"0hard/-917000soft"
36176,"0hard/-916930soft"
36236,"0hard/-916830soft"
36333,"0hard/-916800soft"
36368,"0hard/-916760soft"
36376,"0hard/-916590soft"
36434,"0hard/-916500soft"
36881,"0hard/-916480soft"
36913,"0hard/-916440soft"
36934,"0hard/-916340soft"
36999,"0hard/-916300soft"
37359,"0hard/-916260soft"
38421,"0hard/-916120soft"
38651,"0hard/-915940soft"
39165,"0hard/-915880soft"
39252,"0hard/-915670soft"
39366,"0hard/-915540soft"
39400,"0hard/-915290soft"
39404,"0hard/-915250soft"
39458,"0hard/-915070soft"
39520,"0hard/-914970soft"
39530,"0hard/-914930soft"
39537,"0hard/-914770soft"
39793,"0hard/-914680soft"
39822,"0hard/-914590soft"
39832,"0hard/-914550soft"
40036,"0hard/-914450soft"
40095,"0hard/-914410soft"
40235,"0hard/-914370soft"
40321,"0hard/-914020soft"
40421,"0hard/-913980soft"
40462,"0hard/-913630soft"
40529,"0hard/-913450soft"
40609,"0hard/-913100soft"
40620,"0hard/-913060soft"
40798,"0hard/-912980soft"
40900,"0hard/-912940soft"
41051,"0hard/-912760soft"
41100,"0hard/-912410soft"
41401,"0hard/-912200soft"
41450,"0hard/-912050soft"
41739,"0hard/-911700soft"
41789,"0hard/-911350soft"
41887,"0hard/-911210soft"
42513,"0hard/-910900soft"
42613,"0hard/-910830soft"
42783,"0hard/-910740soft"
42923,"0hard/-910250soft"
43328,"0hard/-910210soft"
43372,"0hard/-910120soft"
43550,"0hard/-910050soft"
43800,"0hard/-910040soft"
43901,"0hard/-910000soft"
44065,"0hard/-909650soft"
44360,"0hard/-909610soft"
44460,"0hard/-909580soft"
44641,"0hard/-909540soft"
45445,"0hard/-909390soft"
45653,"0hard/-909310soft"
45741,"0hard/-908960soft"
45747,"0hard/-908920soft"
45771,"0hard/-908860soft"
45971,"0hard/-908510soft"
46282,"0hard/-908460soft"
46632,"0hard/-908110soft"
46650,"0hard/-908080soft"
46811,"0hard/-907980soft"
47491,"0hard/-907970soft"
47494,"0hard/-907930soft"
47623,"0hard/-907890soft"
48130,"0hard/-907810soft"
48174,"0hard/-907730soft"
48223,"0hard/-907630soft"
48826,"0hard/-907330soft"
48843,"0hard/-907240soft"
48926,"0hard/-907200soft"
48979,"0hard/-907070soft"
48983,"0hard/-906990soft"
49547,"0hard/-906980soft"
49645,"0hard/-906630soft"
49918,"0hard/-906530soft"
50504,"0hard/-906490soft"
50626,"0hard/-906450soft"
51050,"0hard/-906370soft"
51195,"0hard/-906360soft"
51284,"0hard/-906290soft"
51452,"0hard/-906260soft"
51787,"0hard/-906230soft"
51804,"0hard/-906210soft"
52335,"0hard/-906130soft"
52549,"0hard/-906120soft"
52706,"0hard/-905980soft"
52726,"0hard/-905910soft"
52770,"0hard/-905870soft"
52786,"0hard/-905830soft"
52858,"0hard/-905500soft"
52895,"0hard/-905150soft"
53071,"0hard/-905120soft"
53369,"0hard/-905080soft"
53417,"0hard/-905040soft"
55168,"0hard/-904960soft"
55190,"0hard/-904610soft"
55622,"0hard/-904260soft"
55705,"0hard/-904220soft"
55893,"0hard/-904210soft"
56658,"0hard/-904200soft"
56725,"0hard/-904190soft"
58085,"0hard/-904120soft"
58088,"0hard/-904040soft"
58354,"0hard/-903690soft"
58679,"0hard/-903660soft"
58730,"0hard/-903590soft"
59655,"0hard/-903550soft"
59718,"0hard/-903460soft"
59733,"0hard/-903420soft"
59809,"0hard/-903340soft"
60148,"0hard/-903270soft"
60395,"0hard/-903230soft"
60500,"0hard/-902880soft"
60643,"0hard/-902800soft"
60900,"0hard/-902770soft"
61033,"0hard/-902690soft"
61047,"0hard/-902340soft"
61087,"0hard/-902300soft"
61152,"0hard/-902270soft"
61623,"0hard/-902190soft"
64264,"0hard/-902090soft"
64374,"0hard/-901920soft"
64801,"0hard/-901810soft"
65038,"0hard/-901730soft"
65134,"0hard/-901720soft"
65541,"0hard/-901640soft"
65566,"0hard/-901600soft"
65580,"0hard/-901580soft"
65600,"0hard/-901540soft"
66388,"0hard/-901520soft"
66541,"0hard/-901350soft"
66583,"0hard/-901270soft"
66682,"0hard/-901240soft"
67159,"0hard/-901140soft"
67308,"0hard/-901040soft"
67316,"0hard/-901020soft"
67434,"0hard/-900920soft"
67681,"0hard/-900850soft"
67742,"0hard/-900760soft"
67859,"0hard/-900410soft"
67918,"0hard/-900380soft"
68391,"0hard/-900030soft"
68751,"0hard/-900010soft"
68876,"0hard/-899970soft"
69029,"0hard/-899930soft"
70752,"0hard/-899910soft"
70797,"0hard/-899860soft"
70989,"0hard/-899740soft"
71027,"0hard/-899540soft"
71564,"0hard/-899440soft"
73774,"0hard/-899420soft"
73955,"0hard/-899320soft"
74086,"0hard/-899190soft"
74268,"0hard/-899120soft"
74591,"0hard/-898770soft"
75048,"0hard/-898730soft"
76940,"0hard/-898650soft"
77139,"0hard/-898530soft"
77269,"0hard/-898450soft"
78889,"0hard/-898370soft"
79388,"0hard/-898330soft"
79450,"0hard/-898250soft"
79484,"0hard/-898160soft"
80410,"0hard/-898120soft"
80537,"0hard/-898080soft"
84216,"0hard/-898040soft"
87987,"0hard/-898030soft"
88240,"0hard/-897960soft"
88513,"0hard/-897930soft"
89438,"0hard/-897890soft"
89809,"0hard/-897860soft"
89957,"0hard/-897830soft"
90305,"0hard/-897480soft"
